name,address,location,adname,type,shopinfo,lng,lat,is_chain
p.r.e.c coffee(陆家嘴店),浦明路898号一层,"121.513316,31.217405",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.513316,31.217405,False
sharecafe,东昌路与东泰路交叉口南180米,"121.507775,31.229525",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.507775,31.229525,False
库迪咖啡(浦城路店),兰园小区东北1门旁,"121.513657,31.225339",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.513657,31.225339,False
BREMPLETE&A+芸颂,浦城路662-664号F1层,"121.514811,31.223704",浦东新区,餐饮服务;糕饼店;糕饼店,0,121.514811,31.223704,False
M Stand(上海世茂大厦店),潍坊西路55号上海世茂大厦F1层,"121.515275,31.222925",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,1,121.515275,31.222925,True
星巴克(上海湾店),浦东南路1138号上海湾1层,"121.513669,31.226748",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.513669,31.226748,True
AS Garden&Cafe,陆家嘴富城路199号(陆家嘴地铁站9B口步行410米),"121.502016,31.232041",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.502016,31.232041,False
Uncle's home 叔叔家(商城路店)Brunch&Bistro,商城路357号108铺(商城路地铁站3号口步行410米),"121.511565,31.229323",浦东新区,餐饮服务;中餐厅;中餐厅,0,121.511565,31.229323,False
COFFEE BUDDY(滨江店),中国(上海)自由贸易试验区商城路365号,"121.511906,31.229336",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.511906,31.229336,False
星巴克(上海鸿街店),潍坊西路92号(全季酒店隔壁),"121.516275,31.222584",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.516275,31.222584,True
LiLac SISSI(上海湾店),上海浦东张杨路333号上海湾1楼123室,"121.514606,31.226818",浦东新区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,1,121.514606,31.226818,False
龙猫咖啡TOTORO COFFEE,张杨路400号,"121.515074,31.226221",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.515074,31.226221,False
乐啡啡咖啡,浦电路与浦城路交叉口西南60米,"121.516225,31.217275",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.516225,31.217275,False
fumi coffee(陆家嘴店),陆家嘴环路333号金砖大厦F2层,"121.503475,31.233125",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.503475,31.233125,False
越南中原传奇咖啡(上海湾店),浦东南路1138号上海湾生活时尚中心二楼206商铺,"121.515408,31.227162",浦东新区,餐饮服务;甜品店;甜品店,0,121.515408,31.227162,False
M Stand(上海之品商场店),银城中路501号上海之品商场B1层,"121.505533,31.233421",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505533,31.233421,True
瑞幸咖啡(上海湾店),浦东南路1138号上海湾广场一层116室,"121.515610,31.227400",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.51561,31.2274,True
星巴克上海中心B2店,银城中路501号B2-9,"121.505531,31.233544",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.505531,31.233544,True
Cafe上海之巅(上海中心大厦店),银城中路501号上海中心119层,"121.505659,31.233593",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505659,31.233593,False
Manner Coffee(花旗集团大厦店),花园石桥路33号花旗集团大厦,"121.500861,31.233878",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.500861,31.233878,True
瑞幸咖啡(创邑老码头店)(暂停营业),中山南路505号老码头5号楼底商,"121.505798,31.219931",黄浦区,餐饮服务;餐饮相关场所;餐饮相关,0,121.505798,31.219931,True
Wagas沃歌斯(上海陆家嘴滨江中心店),滨江大道5179号L105-06,"121.511829,31.210661",浦东新区,餐饮服务;外国餐厅;西餐厅(综合风味),0,121.511829,31.210661,False
麦当劳(上海中心大厦店),东泰路126号上海中心大厦B1层,"121.505363,31.233501",浦东新区,餐饮服务;快餐厅;快餐厅,0,121.505363,31.233501,False
Manner Coffee(上海之品商场店),银城中路501号上海之品商场B1层,"121.504725,31.233875",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.504725,31.233875,True
星巴克(中融广场店),浦东南路1078号1层09A室,"121.515489,31.228274",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.515489,31.228274,True
Manner Coffee(东亚银行金融大厦店),花园石桥路66号东亚银行金融大厦F1层,"121.502350,31.234091",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.50235,31.234091,True
Harsh Honey Coffee(东昌路店),东昌路442号(浦东南路原东昌路地铁站7号口步行370米),"121.511005,31.232092",浦东新区,购物服务;专卖店;专营店|餐饮服务;咖啡厅;咖啡厅,1,121.511005,31.232092,False
luckin coffee 瑞幸咖啡(上海第一八佰伴店),张杨路501号上海第一八佰伴2号门右侧一层1-046号,"121.515542,31.228470",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.515542,31.22847,True
库迪咖啡(静安国际中心店),裕通路89号静安国际中心商场东区LG1层(下沉广场扶梯口),"121.502812,31.235552",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.502812,31.235552,False
0566珈琲製作所(上海ifc国金店),世纪大道8号IFC国金中心LG1-78号,"121.503025,31.235675",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.503025,31.235675,False
Fuel Espresso(上海国金中心商场店),"世纪大道8号国金中心商场2楼44号不能吃外帶食品,敬請諒解","121.502966,31.235372",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.502966,31.235372,False
Tims天好咖啡(国金中心店),世纪大道8号上海国金中心D座地下一层LG37室,"121.502325,31.236325",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.502325,31.236325,True
Manner Coffee(上海ifc商场店),世纪大道8号上海ifc国金中心商场LG2,"121.502609,31.235050",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.502609,31.23505,True
% Arabica阿拉比卡咖啡(IFC店),世纪大道8号上海ifc商场LG2层,"121.502336,31.236540",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.502336,31.23654,False
星巴克(国金中心店),世纪大道8号上海国金中心D座商场裙房LG1-39室,"121.502084,31.236618",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.502084,31.236618,True
Tims天好咖啡(东亚银行金融大厦店),花园石桥路66号东亚银行金融大厦(陆家嘴地铁站9A口旁),"121.502628,31.234302",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.502628,31.234302,True
M Stand(国金中心店),世纪大道8号上海ifc商场LG2层LG2-A15,"121.502480,31.237319",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.50248,31.237319,True
星巴克(上海太平金融大厦店),银城中路488号一楼103室,"121.503260,31.234308",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.50326,31.234308,True
星巴克(金茂大厦店),世纪大道88号金茂大厦2楼2C-08、10,"121.504939,31.235108",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.504939,31.235108,True
BlueBottleCoffee蓝瓶咖啡(国金中心店),世纪大道8号D座地下1层LG1-37-1号,"121.501441,31.237535",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.501441,31.237535,False
库迪咖啡(金茂时尚生活中心店),世纪大道88号金茂大厦裙房二夹层2C-07B(中央扶梯西侧),"121.505177,31.235326",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505177,31.235326,False
宝藏绿洲(上海金茂大厦店),中国(上海)自由贸易试验区世纪大道88号101部位裙房二夹层2C-05铺位,"121.505186,31.235150",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505186,31.23515,False
雀巢咖啡(金茂大厦店),金茂时尚生活中心(陆家嘴地铁站8号口步行160米),"121.505025,31.234739",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505025,31.234739,False
COFFEE CUBE,陆家嘴环路717号陆家嘴中心绿地内(西侧),"121.504629,31.237419",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.504629,31.237419,False
Starbucks(正大广场),陆家嘴西路168号正大广场3层,"121.500221,31.236887",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.500221,31.236887,False
瑞幸咖啡(金茂大厦B1F店),世纪大道88号金茂大厦负一层B1-01-01-D室,"121.505473,31.235393",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505473,31.235393,True
MINI-CO小咖咖啡(上海金茂大厦店),世纪大道88号2C-06A,"121.505476,31.235345",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505476,31.235345,False
星巴克(未来资产大厦店),陆家嘴环路166号未来资产大厦1层102室,"121.499978,31.235060",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.499978,31.23506,True
星巴克沿街取餐点(上海张江联想大厦店),松涛路与祖冲之路交叉口北60米,"121.499975,31.235025",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,1,121.499975,31.235025,True
Manner Coffee(金茂时尚生活中心店),金茂时尚生活中心(陆家嘴地铁站8号口步行310米),"121.505547,31.235328",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.505547,31.235328,True
星巴克(正大广场3店),陆家嘴西路168号正大广场3F层,"121.500121,31.236954",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.500121,31.236954,True
星巴克(正大广场1店),陆家嘴西路168号正大广场东区1层(近东方明珠),"121.500122,31.236957",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.500122,31.236957,True
Grid Coffee(上海金茂大厦店),世纪大道88号金茂大厦一层大堂,"121.505616,31.235274",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,0,121.505616,31.235274,False
星巴克(东方浮庭店),世纪大道55号世纪浮庭2层(陆家嘴地铁站2号口旁),"121.501768,31.238356",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.501768,31.238356,True
LAVAZZA拉瓦萨咖啡(金茂店),世纪大道88号金茂大厦1层101,"121.505798,31.235313",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.505798,31.235313,True
星巴克(中银大厦店),银城中路200号中银大厦大堂,"121.503385,31.238457",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.503385,31.238457,True
金茂君悦·日珍Kobachi,世纪大道88号上海金茂君悦大酒店56层,"121.505850,31.235088",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.50585,31.235088,False
太保咖啡吧,银城中路188号交银金融大厦,"121.503775,31.239275",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.503775,31.239275,False
Tims天好咖啡(交银金融大厦灵枫店),银城中路188号1楼101室,"121.503776,31.239334",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.503776,31.239334,True
星巴克(东方明珠店),世纪大道1号广场1号铺位,"121.500086,31.238855",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.500086,31.238855,True
Costa Coffee(上海银行大厦店),银城中路168号一楼大堂西区部分,"121.504554,31.239520",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.504554,31.23952,True
CoCo都可(上海陆家嘴咖啡文化节CoCo店),陆家嘴环路717号A-05活动展位号,"121.506482,31.238309",浦东新区,餐饮服务;甜品店;甜品店,0,121.506482,31.238309,False
星巴克臻选(环球金融店),世纪大道100号环球金融中心1层101室,"121.507449,31.235095",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.507449,31.235095,True
明珠生活美学馆(东方明珠店),世纪大道1号东方明珠8号门(味千拉面对面),"121.500783,31.239620",浦东新区,科教文化服务;美术馆;美术馆,0,121.500783,31.23962,False
Manner Coffee(上海环球金融中心店),世纪大道100号上海环球金融中心B2F美食广场(B202-13),"121.507571,31.235120",浦东新区,餐饮服务;咖啡厅;咖啡厅|餐饮服务;甜品店;甜品店,0,121.507571,31.23512,True
LAVAZZA拉瓦萨咖啡(上海环球金融中心店),世纪大道100号上海环球金融中心2楼商场221,"121.507612,31.235147",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.507612,31.235147,True
Manner Coffee(上海银行大厦店),银城中路168号1层B区,"121.504189,31.240154",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.504189,31.240154,True
星巴克(览海国际广场店),世纪大道160号览海国际广场一层,"121.508440,31.234955",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.50844,31.234955,True
星巴克(汇亚大厦店),陆家嘴环路1233号汇亚大厦1层大厅,"121.504280,31.240874",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.50428,31.240874,True
皮爷咖啡,陆家嘴环路900号世界金融大厦,"121.508625,31.238175",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.508625,31.238175,False
瑞幸咖啡(陆家嘴富汇大厦店),世纪大道677号陆家嘴富汇大厦一层大堂,"121.508184,31.239198",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.508184,31.239198,True
星巴克沿街取餐点(上海富士康大厦),陆家嘴环路1368号,"121.502871,31.241680",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,1,121.502871,31.24168,True
coffee here(华能店),陆家嘴环路958号,"121.508392,31.239164",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.508392,31.239164,False
星巴克(上海富士康大厦),陆家嘴环路1366号地上1层01单元,"121.502872,31.241727",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.502872,31.241727,True
Manner Coffee(华能联合大厦店),陆家嘴环路958号华能联合大厦F2层,"121.508415,31.239159",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.508415,31.239159,True
星巴克(上海恒生银行大厦店),陆家嘴环路1000号恒生银行大厦1层,"121.507388,31.240185",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.507388,31.240185,True
Manner Coffee(渣打银行大厦店),世纪大道201号渣打银行大厦一楼,"121.509687,31.235796",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.509687,31.235796,True
MANNERCOFFEE,金洲街与东城路交叉口西北40米,"121.508500,31.239234",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.5085,31.239234,False
由心咖啡(上海中国金融信息中心店),东园路18号1F,"121.501554,31.241804",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,1,121.501554,31.241804,False
MannerCoffee烘焙店(恒生银行店),陆家嘴环路1000号恒生银行大厦F1层,"121.507614,31.240202",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.507614,31.240202,True
瑞幸咖啡(二十一世纪大厦店),世纪大道210号二十一世纪大厦一层102室,"121.509632,31.234369",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.509632,31.234369,True
Tims咖啡(星展店),陆家嘴环路1318号星展银行大厦地下一层04室,"121.503475,31.242175",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.503475,31.242175,True
星巴克(时代金融店),银城中路68号时代金融大厦2楼,"121.506825,31.241175",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.506825,31.241175,True
Manner Coffee(星展银行大厦店),陆家嘴环路1318号星展银行大厦,"121.503419,31.242234",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.503419,31.242234,True
Tims咖啡(时代金融中心店),银城中路68号1楼108单元,"121.507003,31.241116",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.507003,31.241116,True
Tims COFFEE HOUSE(时代金融中心店),银城中路68号时代金融中心B1层,"121.507064,31.241099",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.507064,31.241099,True
邮局咖啡POST COFFEE,浦东南路360号新上海国际大厦7楼,"121.509395,31.238857",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.509395,31.238857,False
W Coffee SH(民生大厦店),浦东南路100号中国民生银行大厦1层,"121.508130,31.240443",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.50813,31.240443,False
瑞幸咖啡(国家开发银行店),浦东南路500号国家开发银行一层XY单元,"121.510467,31.237063",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.510467,31.237063,True
星巴克(海银金融中心店),银城中路8号105室,"121.507402,31.241322",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.507402,31.241322,True
星巴克(浦发大厦店),浦东南路588号一层F单元,"121.510790,31.235552",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.51079,31.235552,True
瑞幸咖啡(金穗大厦店),[],"121.510488,31.239311",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.510488,31.239311,True
逸焙咖啡·现烤贝果,浦东大道1号中国船舶大厦,"121.511075,31.238575",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.511075,31.238575,False
星巴克(船舶大厦店),浦东大道1号船舶大厦1层103-104室,"121.511007,31.238844",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,1,121.511007,31.238844,True
啡凡大咖,浦东南路与浦东大道交叉口东南100米,"121.511675,31.237325",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.511675,31.237325,False
蜜雪冰城(东昌新村店),东昌新村西南门旁,"121.510917,31.232342",浦东新区,餐饮服务;冷饮店;冷饮店,0,121.510917,31.232342,False
星巴克(浦江双辉店),农业银行大厦地下停车场,"121.508653,31.242007",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.508653,31.242007,True
Manner Coffee(尚悦湾广场店),尚悦湾广场(浦东南路地铁站3B口步行450米),"121.509825,31.241225",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.509825,31.241225,True
Seesaw咖啡(上海尚悦湾店),银城路66号尚悦湾1层113B商铺,"121.510312,31.240847",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.510312,31.240847,False
库迪咖啡(陆家嘴尚悦湾店),银城路66号尚悦湾广场GALA MALL(B1层中庭),"121.510225,31.241125",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.510225,31.241125,False
CATLAXY猫猫来袭(尚悦湾广场店),银城路66号尚悦湾广场(浦东南路地铁站1号口步行480米),"121.510452,31.240954",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.510452,31.240954,False
牧白手作(上海尚悦湾广场店),中国(上海)自由贸易试验区银城路66号地下1层LG101B-4单元,"121.510225,31.241275",浦东新区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.510225,31.241275,False
星巴克臻选(上海尚悦湾广场店),银城路66号103b室,"121.510202,31.241337",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.510202,31.241337,True
LAVAZZA拉瓦萨咖啡(上海银城店),银城路66号尚悦湾广场1层,"121.510187,31.241378",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.510187,31.241378,True
SilverFlow银流咖啡(浦江双辉店),银城路99号浦江双辉大厦B1层,"121.509175,31.242275",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,0,121.509175,31.242275,False
三立方咖啡(尚悦湾店),银城路66号尚悦湾广场(浦东南路地铁站1号口步行480米),"121.510608,31.240994",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.510608,31.240994,False
库迪咖啡(浦江双辉B1店),陆家嘴街道银城路99号双辉大厦B1层LG105室,"121.508625,31.242675",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.508625,31.242675,False
瑞幸咖啡(东方医院门诊楼店),浦东大道与即墨路交叉口西南100米,"121.512471,31.237733",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,0,121.512471,31.237733,True
瑞幸咖啡(浦江双辉店),银城路9号浦江双辉广场负一层101商铺,"121.508725,31.242875",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.508725,31.242875,True
Tims天好咖啡(14号线浦东南路),地铁3A口下去就可以看到(浦东南路地铁站3A口旁),"121.512575,31.238325",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.512575,31.238325,True
滨江大堂吧,浦东南路111号文华东方酒店1层(近泰公线渡口),"121.507380,31.243681",浦东新区,住宿服务;宾馆酒店;五星级宾馆|餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.50738,31.243681,False
baker&spice(上海浦东尚悦湾店),浦东新区自由贸易试验区银城路66号1层101A单元,"121.510794,31.241339",浦东新区,餐饮服务;糕饼店;糕饼店,0,121.510794,31.241339,False
库迪咖啡(浦东东昌大厦店),东昌路600号(近浦东南路)东昌大楼,"121.513233,31.232758",浦东新区,购物服务;便民商店/便利店;便民商店/便利店,0,121.513233,31.232758,False
luckin coffee 瑞幸咖啡(东昌大楼店),东昌路600号(近浦东南路)东昌大楼,"121.513399,31.232814",浦东新区,餐饮服务;休闲餐饮场所;休闲餐饮场所,0,121.513399,31.232814,True
星巴克(尚悦街-西街店),即墨路1幢8-2号地下1层24室,"121.511132,31.242577",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.511132,31.242577,True
星巴克沿街取餐点(上海永华大厦店),上港小区(西北1门),"121.514057,31.238596",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,1,121.514057,31.238596,True
4+2莲朋荟(莲花跑车大厦店),世纪大道800号莲花跑车陆家嘴旗舰店F1层,"121.514386,31.233048",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.514386,31.233048,False
baker&spice(上海外滩金融中心店),城区上海巿中山东二路558号S126单元,"121.497814,31.226170",黄浦区,餐饮服务;糕饼店;糕饼店,0,121.497814,31.22617,False
麦当劳(BFC外滩金融中心店),BFC外滩金融中心南区商场b1层,"121.497880,31.226093",黄浦区,餐饮服务;快餐厅;麦当劳,0,121.49788,31.226093,False
Manner Coffee(浦东南路店),浦东南路880号1室(东昌路地铁站4号口步行230米),"121.514320,31.231721",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.51432,31.231721,True
Tims天好咖啡(世界广场店),浦东南路855号1层,"121.514655,31.232228",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.514655,31.232228,True
麦当劳(东昌路世界广场餐厅),浦东南路855号B1层,"121.514750,31.232290",浦东新区,餐饮服务;快餐厅;麦当劳,0,121.51475,31.23229,False
Tims天好咖啡(渤海银行总部店),银城路155号,"121.512862,31.242521",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.512862,31.242521,True
CONTENT U COFFEE(世纪大道店),浦东南路855号B1G-22,"121.514945,31.232404",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.514945,31.232404,False
SilverFlow银流咖啡(陆家嘴店),浦东南路855号世界广场(浦东南路原东昌路地铁站出入口旁),"121.514975,31.232425",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.514975,31.232425,False
NOWWA挪瓦咖啡(上海世界广场店),浦东南路855号世界广场F1层,"121.514953,31.232210",浦东新区,餐饮服务;餐饮相关场所;餐饮相关,0,121.514953,31.23221,False
KRISTIME咖啡.蛋糕.下午茶(陆家嘴店),世界广场C号楼(浦东南路原东昌路地铁站出入口旁),"121.515154,31.232401",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.515154,31.232401,False
LE PAIN 麦谷,浦东南路980号(商城路地铁站3号口出来步行151米),"121.514763,31.230640",浦东新区,餐饮服务;糕饼店;糕饼店,0,121.514763,31.23064,False
星巴克臻选(上海陆家嘴中心店),老佛爷百货(商城路地铁站3号口步行180米),"121.515237,31.231456",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.515237,31.231456,True
Manner Coffee(陆家嘴中心店),浦东南路889号陆家嘴中心LG层,"121.515526,31.231725",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.515526,31.231725,True
Add one咖啡(银城路店),银城路167号B1层LG31,"121.513890,31.242536",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.51389,31.242536,False
baker&spice(上海陆家嘴中心店),浦东南路889号陆家嘴中心117单元,"121.515665,31.231607",浦东新区,餐饮服务;快餐厅;快餐厅|餐饮服务;糕饼店;糕饼店,0,121.515665,31.231607,False
Peet's Coffee 皮爷咖啡(陆家嘴中心5F店),南马路899号陆家嘴中心5层506,"121.515502,31.230950",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.515502,31.23095,False
COFFEE·FF(陆家嘴店),东岸绿道与即墨路交叉口东南100米,"121.513475,31.243475",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.513475,31.243475,False
0566珈琲製作所(上海老佛爷百货店),浦东南路889号LG层3738单元,"121.515882,31.231691",浦东新区,餐饮服务;冷饮店;冷饮店|餐饮服务;咖啡厅;咖啡厅,0,121.515882,31.231691,False
星巴克臻选(浦东金融广场办公楼3座D座店),"世纪大道826号,第1层09单元","121.516068,31.232087",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.516068,31.232087,True
M Stand(陆家嘴中心店),浦东南路899号陆家嘴中心LG层22号(近9号线商城路地铁站1号口)22单元MStand咖啡,"121.516160,31.231051",浦东新区,餐饮服务;咖啡厅;咖啡厅,1,121.51616,31.231051,True
帝娜朵拉(陆家嘴店),浦东南路899号陆家嘴中心L+MALL 2F222,"121.515975,31.230425",浦东新区,餐饮服务;糕饼店;糕饼店,0,121.515975,31.230425,False
Manner Coffee(新梅店),浦东南路999号新梅联合广场商场1层119室,"121.515716,31.229725",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.515716,31.229725,True
MANNERCOFFEE,浦东南路辅路与商城路交叉口东南60米,"121.515726,31.229565",浦东新区,餐饮服务;咖啡厅;咖啡厅,0,121.515726,31.229565,False
星巴克(上海泰康保险大厦店),南泉北路429号泰康保险大厦2楼201,"121.516627,31.231178",浦东新区,餐饮服务;咖啡厅;星巴克咖啡,0,121.516627,31.231178,True
蜜雪冰城(乳山路店),陆家嘴街道乳山路73号-1底层,"121.517525,31.233970",浦东新区,餐饮服务;冷饮店;冷饮店,1,121.517525,31.23397,False
星巴克(友邦金融中心店),东长治路866号AIAFC F1层,"121.504621,31.252325",虹口区,餐饮服务;咖啡厅;星巴克咖啡,0,121.504621,31.252325,True
SilverFlow银流咖啡(友邦金融中心店),公平路209号友邦金融中心LG2层B08号银流咖啡&贝果,"121.505146,31.251955",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.505146,31.251955,False
星巴克(上海白金湾广场店),公平路85号(提篮桥地铁站3号口步行240米),"121.506137,31.251073",虹口区,餐饮服务;咖啡厅;星巴克咖啡,0,121.506137,31.251073,True
SASA cake&coffee,东长治路919号B213C,"121.504504,31.253349",虹口区,餐饮服务;糕饼店;糕饼店,0,121.504504,31.253349,False
Tims天好咖啡·贝果,东长治路919号北外滩金茂中心F1层,"121.504125,31.253525",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.504125,31.253525,True
维拉庄园咖啡,海平路与公平路交叉口西南180米,"121.505981,31.248949",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.505981,31.248949,False
瑞幸咖啡(北外滩来福士城市集市店),东大名路999号北外滩来福士广场B2(提篮桥地铁站2号口旁),"121.506516,31.252942",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.506516,31.252942,True
星巴克臻选(上海北外滩来福士店),东大名路999号一层01-11B室,"121.507293,31.252077",虹口区,餐饮服务;咖啡厅;星巴克咖啡,0,121.507293,31.252077,True
LELECHA乐乐茶(北外滩来福士店),东大名路999号B2层32B号(提篮桥地铁站出入口旁),"121.506990,31.252900",虹口区,餐饮服务;餐饮相关场所;餐饮相关,0,121.50699,31.2529,False
Tims天好咖啡(北外滩来福士店),东大名路1089号上海北外滩来福士东塔一层,"121.507275,31.252625",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.507275,31.252625,True
THE MATCHA TOKYO(北外滩来福士店),东大名路999号北外滩来福士广场B2层,"121.507334,31.252563",虹口区,餐饮服务;餐饮相关场所;餐饮相关,0,121.507334,31.252563,False
Manner Coffee(北外滩来福士广场店),东大名路999号北外滩来福士广场B2层26A号,"121.507406,31.252512",虹口区,餐饮服务;咖啡厅;咖啡厅,0,121.507406,31.252512,True
